Team_Number_Id,TeamPoints,FieldGoals.,X3PointShots.,FreeThrows.,TotalRebounds,Assists,Steals,Blocks
26,115,0.494,0.308,0.821,44,23,9,3
26,105,0.506,0.353,0.591,37,26,12,4
26,88,0.393,0.233,0.6,37,22,13,0
26,105,0.528,0.619,0.8,36,19,9,4
26,88,0.4,0.407,0.722,44,18,10,3
26,107,0.443,0.455,0.733,42,27,8,3
26,105,0.494,0.308,0.846,44,24,9,11
26,89,0.469,0.417,0.571,38,17,3,6
26,98,0.427,0.529,0.909,34,21,5,3
26,114,0.474,0.385,0.857,49,22,7,1
26,104,0.442,0.4,0.667,33,22,16,3
26,99,0.524,0.296,0.833,32,23,11,3
26,104,0.44,0.344,0.76,45,22,5,5
26,100,0.422,0.391,0.714,43,25,5,3
26,106,0.477,0.4,0.706,43,17,12,2
26,114,0.54,0.414,0.667,38,30,6,4
26,91,0.437,0.313,0.625,48,26,8,5
26,107,0.462,0.444,0.733,44,23,6,4
26,108,0.447,0.52,0.647,48,28,5,5
26,100,0.476,0.364,0.923,31,22,5,3
26,99,0.443,0.318,0.933,36,20,14,4
26,116,0.515,0.429,0.833,44,23,15,6
26,91,0.382,0.3,0.824,48,15,7,7
26,102,0.453,0.433,1,38,21,5,5
26,101,0.419,0.321,0.824,39,20,4,5
26,94,0.434,0.36,0.867,50,24,7,3
26,104,0.429,0.194,0.769,38,26,3,1
26,101,0.409,0.364,0.813,49,21,8,6
26,123,0.511,0.333,0.76,43,23,6,7
26,98,0.434,0.452,0.706,47,25,7,4
26,97,0.43,0.667,0.643,33,23,11,5
26,90,0.455,0.261,0.444,39,23,7,3
26,105,0.462,0.476,1,51,28,8,9
26,93,0.463,0.269,1,34,18,7,1
26,97,0.409,0.261,0.789,45,25,6,6
26,103,0.538,0.419,0.667,32,27,3,2
26,96,0.414,0.286,0.842,47,27,5,6
26,84,0.38,0.292,0.5,47,17,9,5
26,94,0.371,0.407,0.739,40,20,5,5
26,94,0.471,0.25,0.667,42,23,8,5
26,85,0.407,0.444,0.647,45,16,4,2
26,96,0.475,0.269,0.65,48,22,6,3
27,100,0.378,0.37,0.824,50,18,11,5
27,106,0.448,0.32,0.87,43,15,4,4
27,103,0.471,0.367,0.556,44,21,15,6
27,110,0.494,0.478,0.731,42,26,4,5
27,107,0.489,0.423,0.615,37,23,11,4
27,81,0.408,0.4,0.733,45,21,6,5
27,112,0.519,0.519,0.889,43,23,9,3
27,99,0.425,0.364,0.85,37,24,12,5
27,100,0.415,0.474,0.742,42,24,8,4
27,83,0.341,0.25,0.8,56,18,9,7
27,86,0.427,0.265,0.583,46,24,8,10
27,114,0.5,0.286,0.75,45,23,11,4
27,108,0.463,0.417,0.88,45,29,9,6
27,78,0.4,0.125,0.833,36,20,6,5
27,113,0.5,0.44,0.706,52,33,4,2
27,106,0.5,0.375,1,43,33,4,9
27,91,0.422,0.25,0.882,46,21,7,5
27,111,0.484,0.385,0.722,36,25,9,5
27,129,0.495,0.5,0.778,62,26,6,6
27,105,0.457,0.185,0.737,34,30,8,5
27,99,0.447,0.24,0.68,44,23,5,8
27,109,0.537,0.273,0.682,42,24,6,7
27,119,0.506,0.313,0.718,38,28,4,4
27,110,0.442,0.474,0.781,44,22,11,9
27,116,0.485,0.346,0.786,47,23,7,9
27,112,0.449,0.233,0.85,50,28,10,5
27,100,0.461,0.273,0.774,36,18,14,4
27,107,0.453,0.273,0.833,45,29,7,3
27,94,0.465,0.5,0.571,43,26,6,3
27,93,0.407,0.393,0.696,36,20,5,2
27,108,0.476,0.474,0.826,48,24,10,7
27,98,0.374,0.269,0.895,52,16,10,11
27,117,0.51,0.231,0.929,41,32,11,8
27,89,0.402,0.348,0.714,48,21,6,5
27,98,0.494,0.304,0.722,42,21,7,10
27,124,0.511,0.412,0.852,49,21,9,7
27,103,0.446,0.235,0.81,53,16,4,2
27,106,0.448,0.4,0.545,37,29,7,5
27,103,0.42,0.419,0.733,48,22,13,6
27,100,0.494,0.353,0.667,48,19,8,8
27,110,0.443,0.333,0.857,39,24,13,10
27,112,0.433,0.391,0.704,46,25,7,5
27,116,0.56,0.333,0.714,36,21,12,3
27,98,0.415,0.222,0.828,45,18,6,6
27,98,0.402,0.333,0.842,38,22,9,1
28,131,0.495,0.424,0.818,40,25,8,8
28,124,0.489,0.395,1,49,23,9,5
28,129,0.558,0.303,0.821,43,25,9,5
